ingest_timestamp,sms_id,sighting_index,report_time,species,pod,direction,location_desc,place_a,place_b,lat,lon,location_method,confidence,notes,raw_text
11/1/2025,133c9775de882b53,2,,Orca,K pod,unknown,north of Edmonds earlier,Edmonds/Kingston ferry lanes,,47.812532,-122.442055,exact_water,0.8,"heard on Sunset Bay hydrophone, no updates since then","Orca Network: Js & Ks heard on Sunset Bay hydrophone north of Edmonds earlier, no updates since then. Please let us know if you see or hear them! Orca Network:"
11/1/2025,36eddd6fe0d39c37,1,,Orca,J pod|K pod,unknown,east of midchannel off,Sunset Hill (approximating Discovery Park Beach),,47.661589,-122.44284,exact_water,1,"Breaching, multidirectional.","Orca Network: Js & Ks east of midchannel off Sunset Hill. Breaching, multidirectional. Let us know if you see them! www.orcanetwork.org/report-sightings"
11/1/2025,2ee5c3f0b330d70f,1,,Orca,"J pod, K pod",southbound,midchannel off,South of Shilshole Bay Marina near Ray's Boathouse,,47.6993,-122.4442,exact_water,1,"High winds and poor visibility today, please stay safe if you go out to look for these whales!","Orca Network: Js & Ks southbound midchannel off Shilshole Marina. High winds and poor visibility today, please stay safe if you go out to look for these whales!"
11/1/2025,b34e77c7be4b335a,1,,Orca,Biggs,southbound,exiting,Saratoga Passage,Sandy Point,48.4183817,-122.6189599,between_midpoint,0.9,"Two groups. T36/36Bs passing Sandy Point, T137s are spread out south of Sandy Point","Orca Network: Two groups of orcas southbound exiting Saratoga Passage; T36/36Bs passing Sandy Point, T137s are spread out south of Sandy Point"
11/1/2025,b34e77c7be4b335a,2,,Orca,Biggs,southbound,south of,Sandy Point,,48.7025,-122.6916667,exact_water,0.9,T137s are spread out south of Sandy Point,"Orca Network: Two groups of orcas southbound exiting Saratoga Passage; T36/36Bs passing Sandy Point, T137s are spread out south of Sandy Point"
11/1/2025,a7410efe4a9b28cd,1,,Orca,"J pod, K pod",southbound,south of,Blake Island,Vashon ferry lane,47.496178,-122.4452668,between_midpoint,1,Members of J and K pods were southbound toward north Vashon ferry lanes,"Orca Network: Members of J and K pods south of Blake Island, were southbound toward north Vashon ferry lanes; trailing group is milling east of midchannel near Shilshole"
11/1/2025,a7410efe4a9b28cd,2,,Orca,Unknown,unknown,milling east of midchannel near,South of Shilshole Bay Marina near Ray's Boathouse,,47.6893,-122.4442,exact_water,0.8,trailing group is milling east of midchannel near Shilshole,"Orca Network: Members of J and K pods south of Blake Island, were southbound toward north Vashon ferry lanes; trailing group is milling east of midchannel near Shilshole"
11/1/2025,dfbb987f80c21124,1,,Orca,Unknown,unknown,south of Everett naval station,Possession Sound,,47.93665,-122.2779,exact_water,0.8,,Orca Network: Orcas in Possession Sound south of Everett naval station
11/1/2025,8710758ff98a9d2c,1,,Orca,J pod|K pod,southbound,past,West Point Lighthouse,,47.666667,-122.423333,exact_water,1,spread mid to east of mid,"Orca Network: J & K pods southbound past West Point lighthouse, spread mid to east of mid. The earlier report of a group of SRKWs near Blake Island may have been a false alarm; it appears SRKWs are still together in one group. We will update if we receive any additional information about a possible split. Apologies for any confusion!"
11/1/2025,8710758ff98a9d2c,2,,Orca,SRKW,unknown,near,Blake Island,,47.538056,-122.4429336,exact_water,0.5,may have been a false alarm,"Orca Network: J & K pods southbound past West Point lighthouse, spread mid to east of mid. The earlier report of a group of SRKWs near Blake Island may have been a false alarm; it appears SRKWs are still together in one group. We will update if we receive any additional information about a possible split. Apologies for any confusion!"
11/1/2025,8d70290c38e2d4f4,1,,Orca,"J pod, K pod, L pod",northbound,"passing Jefferson Head approaching Richmond Beach, east of midchannel",Jefferson Head,Richmond Beach,47.73899413,-122.4294246,between_midpoint,1,traveling in two large groups; trailing group approximately 1/4 mile behind,"Orca Network: J, K, and L pods steady northbound traveling in two large groups. Lead group passing Jefferson Head approaching Richmond Beach, east of midchannel; trailing group approximately 1/4 mile behind"
11/1/2025,d620793692fada01,1,,Orca,Biggs,southbound,"past Mukilteo ferry dock, close to shore",Possession Sound near Mukilteo/Clinton ferry lanes,,47.9082767,-122.4841263,exact_water,0.8,T137s and T36/36Bs,"Orca Network: T137s and T36/36Bs southwestbound past Mukilteo ferry dock, close to shore"
11/2/2025,0a78c7534a3fd106,1,,Orca,SRKW,southbound,midchannel east of,South of Shilshole Bay Marina near Ray's Boathouse,,47.6993,-122.4442,exact_water,0.75,"Likely SRKWs who were heard on the Sunset Bay hydrophone at 05:04 or possibly Bigg's who were in yesterday, please treat as SRKWs until confirmed","Orca Network: Several orcas southbound midchannel east of Shilshole. Likely SRKWs who were heard on the Sunset Bay hydrophone at 05:04 or possibly Bigg's who were in yesterday, please treat as SRKWs until confirmed"
11/2/2025,1636ca702e545ada,1,,Orca,Unknown,northbound,closer to Camano side,Saratoga Passage,,48.14426339,-122.5462531,exact_water,0.8,"Between Camano Island State Park and Baby Island, closer to Camano side","Orca Network: 4 orcas northbound in Saratoga Passage between Camano Island State Park and Baby Island, closer to Camano side"
11/2/2025,6b362f1accbcefed,1,,Orca,SRKW,southbound,spread out in Seattle/Bainbridge ferry lane,Elliott Bay,Wing Point Bainbridge,47.6190135,-122.3935685,between_midpoint,0.8,,Orca Network: SRKWs southbound spread out in Seattle/Bainbridge ferry lane
11/2/2025,acff1ae70e9ed811,1,,SRKW,SRKW,southbound,"in East Passage spread out in multiple groups, south of the ferry lanes",East Passage,Edmonds/Kingston ferry lanes,47.6436453,-122.4408822,between_midpoint,0.9,Multiple groups reported,"Orca Network: SRKWs southbound in East Passage spread out in multiple groups, south of the ferry lanes. 5-6 off Dolphin Pt, Vashon"
11/2/2025,b364473991f2770c,1,,Orca,Unknown,northbound,north of,Saratoga Passage north of Harrington Lagoon,,48.15426339,-122.5462531,exact_water,1,in Saratoga Passage,"Orca Network: Orcas northbound in Saratoga Passage north of Harrington Lagoon. Good luck, please let us know if you see any whales www.orcanetwork.org/report-sightings"
11/2/2025,eb7779c82c18f8c2,1,,Orca,SRKW,southbound,"south of KVI Beach near Portage, close to Vashon",Vashon Island,,47.41636973,-122.4215645,exact_water,0.8,,"Orca Network: SRKW leaders south of KVI Beach near Portage, close to Vashon, southbound"
11/2/2025,4a2e9096b096315d,1,,SRKW,SRKW,southbound,"past Maury Island Marine Park, close to Maury",Maury Island Marine Park,,47.4285,-122.4377,exact_water,1,,"Orca Network: SRKWs southbound past Maury Island Marine Park, close to Maury"
11/2/2025,da1ee76fd0cc44fa,1,,Orca,Unknown,westbound,approaching Anacortes ferry terminal,Near Anacortes ferry terminal,,48.51,-122.68,exact_water,0.8,in Guemes Channel,Orca Network: Orcas westbound in Guemes Channel approaching Anacortes ferry terminal
11/2/2025,a4fdb599f1c22f62,1,,Orca,Biggs,southbound,"north of Hidden Beach, Whidbey side of channel",Saratoga Passage,,48.15426339,-122.5462531,exact_water,1,"T36/36Bs, T99B, & T137s","Orca Network: T36/36Bs, T99B, & T137s southbound in Saratoga Passage, north of Hidden Beach, Whidbey side of channel"
11/2/2025,4ce4d9e60c9ee6aa,1,,Orca,SRKW,unknown,widely spread out in,Dalco Passage,,47.42881973,-122.4223073,exact_water,1,foraging,Orca Network: SRKWs widely spread out in Dalco Passage foraging
11/2/2025,f8c4540f060fa022,1,,Orca,Biggs,southbound,milling at entrance to,Holmes Harbor,,48.05579569,-122.5286974,exact_water,1,"T36/36Bs, T99B, and T137s","Orca Network: T36/36Bs, T99B, and T137s milling at entrance to Holmes Harbor, some trending southbound"
11/2/2025,3247ebe10cb039ee,1,,Orca,Unknown,southbound,near,Edmonds/Kingston ferry lanes,,47.802532,-122.442055,exact_water,0.8,delayed report of lone orca,"Orca Network: Delayed report of lone orca near Port Townsend ferry terminal, southbound"
11/4/2025,c67c6b8f602deb6e,1,,Orca,Unknown,southeast,traveling southeast near Des Moines Marina,East Passage,,47.5047586,-122.4197093,exact_water,0.8,At least 2 orcas,Orca Network: At least 2 orcas are in East Passage traveling southeast near Des Moines Marina. Please let us know if you see them!
11/4/2025,23c6968aa544b9e0,1,,Orca,Unknown,westbound,"passing the southern tip of Vashon into Dalco Passage, closer to the Vashon side",Dalco Passage,Vashon Island,47.42759473,-122.4219359,between_midpoint,1,Group reported to include a large male and 3-4 others with a calf,"Orca Network: At least 4-5 orcas passing the southern tip of Vashon into Dalco Passage, westbound, closer to the Vashon side. Group reported to include a large male and 3-4 others with a calf"
11/4/2025,50ac142d260903ba,1,,Orca,Unknown,southbound,"in Port Susan near Warm Beach, mid channel to mainland side",Port Susan near Warm Beach,,48.14426339,-122.5462531,exact_water,0.8,mid channel to mainland side,"Orca Network: orcas southbound in Port Susan near Warm Beach, mid channel to mainland side"
11/6/2025,3c006b7f5521bc22,1,,Orca,Unknown,southbound,just outside of,Apple Tree Cove in the KING/EDM ferry lanes,,47.802532,-122.442055,exact_water,1,,Orca Network: 5 orcas reported southbound just outside of Apple Tree Cove in the KING/EDM ferry lanes
11/7/2025,fd3b0bffd7f20b42,1,,Unknown,Unknown,southbound,close to shore near,Discovery Park,,47.648731,-122.450181,exact_water,0.5,reported as an orca but species unconfirmed,"Orca Network: We received a report of an unknown species, reported as an orca but species unconfirmed, southbound close to shore near Magnolia Bluff"
11/7/2025,09a9744e42a38355,1,,Orca,J pod,southbound,"widely spread north to south, midchannel to Whidbey side",Admiralty Inlet,,47.95,-122.486,exact_water,1,"leaders are south of Bush Point, trailers are still north of Bush Point","Orca Network: J pod quickly southbound, widely spread north to south in Admiralty Inlet, midchannel to Whidbey side; leaders are south of Bush Point, trailers are still north of Bush Point"
11/7/2025,09a9744e42a38355,2,,Orca,J pod,southbound,leaders south of,Admiralty Inlet,Admiralty Inlet near Bush Point Whidbey,48.002898,-122.4973485,between_midpoint,0.9,leaders,"Orca Network: J pod quickly southbound, widely spread north to south in Admiralty Inlet, midchannel to Whidbey side; leaders are south of Bush Point, trailers are still north of Bush Point"
11/7/2025,09a9744e42a38355,3,,Orca,J pod,southbound,trailers north of,Admiralty Inlet,Admiralty Inlet near Bush Point Whidbey,48.002898,-122.4973485,between_midpoint,0.9,trailers,"Orca Network: J pod quickly southbound, widely spread north to south in Admiralty Inlet, midchannel to Whidbey side; leaders are south of Bush Point, trailers are still north of Bush Point"
11/7/2025,92041dda97c764a9,1,,Orca,Unknown,southbound,"past Alki Point, close to mainland side",Alki Point,,47.58189579,-122.4246815,exact_water,1,3-4 orcas,"Orca Network: 3-4 orcas southbound past Alki Point, close to mainland side"
11/7/2025,d37c8fbc8329678f,1,,Orca,Biggs,southbound,past,Point Robinson,,47.39725,-122.41575,exact_water,1,"T36/T36Bs, T99B, & T137s spread in groups","Orca Network: T36/T36Bs, T99B, & T137s southbound spread in groups past Point Robinson"
11/7/2025,861985d9a349c335,1,,Orca,J pod,southbound,south of,South of Point No Point on Kitsap side,,47.77136512,-122.413314,exact_water,1,still spread out with trailers and leaders seen from Eglon,Orca Network: J Pod still spread out southbound with trailers now south of Point No Point and leaders seen from Eglon
11/9/2025,f581a4a09a49f64a,1,,Orca,SRKW,unknown,Between Jefferson Head & Richmond Beach,Jefferson Head,Richmond Beach,47.73899413,-122.4094246,between_midpoint,0.8,Treat as Southern Residents until IDs are confirmed,"Orca Network: Good morning! A large group of orcas reported between Jefferson Head & Richmond Beach, direction of travel unknown. Treat as Southern Residents until IDs are confirmed"
11/10/2025,5989d71fc224fcbe,1,,SRKW,SRKW,southbound,south of,South of Point No Point on Kitsap side,,47.77136512,-122.413314,exact_water,1,quickly southbound on Kitsap side of channel,"Orca Network: SRKWs south of Point No Point, quickly southbound on Kitsap side of channel"
11/10/2025,0e5bad497b9d35d2,1,,Orca,Unknown,southbound,east side of channel,West Point Lighthouse,,47.656667,-122.433333,exact_water,0.9,quickly,"Orca Network: Orcas south of West Point lighthouse, quickly southbound on east side of channel"
11/10/2025,97b05996eeb629c0,1,,Orca,SRKW,southbound,quickly southbound past,Richmond Beach,,47.77534225,-122.4351382,exact_water,0.9,"some porpoising, spread out midchannel; trailers near Kingston ferry terminal","Orca Network: SRKW leaders quickly southbound past Richmond Beach, some porpoising, spread out midchannel; trailers near Kingston ferry terminal"
11/10/2025,97b05996eeb629c0,2,,Orca,SRKW,unknown,trailers near,Kingston ferry terminal,,47.78897425,-122.4535364,exact_water,0.7,"some porpoising, spread out midchannel","Orca Network: SRKW leaders quickly southbound past Richmond Beach, some porpoising, spread out midchannel; trailers near Kingston ferry terminal"
11/10/2025,e7a959be4737474b,1,,Orca,Biggs,southbound,in East Passage past north end Vashon ferry terminal,East Passage,,47.5047586,-122.4197093,exact_water,1,T137s and T36/36Bs,Orca Network: T137s and T36/36Bs southbound in East Passage past north end Vashon ferry terminal
11/11/2025,b69458bc2829c429,1,,Orca,SRKW,northbound,approaching,West Point lighthouse (Golden Gardens),,47.65342905,-122.4329799,exact_water,0.8,"many orcas are very spread out in central Puget Sound with lead group approaching West Point/Discovery Park with trailers down to Yeomalt Point and many in between, some surface activity and foraging while moving north","Orca Network: many orcas, presume SRKW, are very spread out in central Puget Sound with lead group approaching West Point/Discovery Park with trailers down to Yeomalt Point and many in between, some surface activity and foraging while moving north"
11/11/2025,8b875ca295372072,1,,Orca,Unknown,unknown,midchannel possibly closer to Tacoma side,Fox Island,Tacoma Narrows,47.2831,-122.5102,between_midpoint,0.8,in south Puget Sound between Fox Island and Tacoma in Narrows,"Orca Network: orcas spotted in south Puget Sound between Fox Island and Tacoma in Narrows, midchannel possibly closer to Tacoma side, direction unknown"
11/11/2025,7ae1fbdc9cea76c3,1,,Orca,J pod|K pod|L pod|SRKW,northbound,nearing,Edmonds/Kingston ferry lanes,,47.792532,-122.442055,exact_water,0.9,very spread out,"Orca Network: Jpod, Kpod and Lpod are nearing the Edmonds/Kingston ferry lanes headed northbound, some west in channel, with others south of there near Point Jefferson, very spread out"
11/11/2025,7ae1fbdc9cea76c3,2,,Orca,J pod|K pod|L pod|SRKW,westbound,"some west in channel, with others south of there near",Point Jefferson,,47.6504,-122.4366,exact_water,0.7,very spread out,"Orca Network: Jpod, Kpod and Lpod are nearing the Edmonds/Kingston ferry lanes headed northbound, some west in channel, with others south of there near Point Jefferson, very spread out"
11/11/2025,8bdfdb1148ac44ce,1,,Orca,Unknown,eastbound,near,Dalco Passage,Dune Peninsula,47.34940987,-122.4151536,between_midpoint,0.8,exited the Narrows and are headed eastbound,Orca Network: orcas have exited the Narrows and are in Dalco Passage near Owen Beach headed eastbound
11/11/2025,1caeb846c8d3e400,1,,Unknown,Unknown,unknown,near,4 miles northwest of Point Wilson,,48.185,-122.765,exact_water,0.8,unidentified whale reported near Pt.Wilson early this morning,"Orca Network: unidentified whale reported near Pt.Wilson early this morning, species and direction unknown"
11/11/2025,1933e4cf7c26c75e,1,,Orca,SRKW,northbound,headed northbound into,Admiralty Inlet,,47.96,-122.506,exact_water,1,spread out,"Orca Network: SRKW spread out, headed northbound into Admiralty, now north of Point No Point, some west in channel"
11/11/2025,1933e4cf7c26c75e,2,,Orca,SRKW,unknown,north of,Point No Point,,47.73904719,-122.4325166,exact_water,1,some west in channel,"Orca Network: SRKW spread out, headed northbound into Admiralty, now north of Point No Point, some west in channel"
11/11/2025,c4fad34c9ef6d6f9,1,,Orca,Biggs,northbound,"spread out in three groups, close in to island shore",East Passage,Point Robinson,47.4610043,-122.4177297,between_midpoint,0.9,"T137s, T36/36Bs, and T99B","Orca Network: T137s, T36/36Bs, and T99B northbound in East Passage spread out in three groups, now north of Point Robinson, close in to island shore"
11/11/2025,c84833ea4d065a3f,1,,Orca,Biggs,northbound,approaching north end of Blake Island on east side of channel,Blake Island,,47.538056,-122.4429336,exact_water,1,"T137s, T36/36Bs, & T99 spread out","Orca Network: T137s, T36/36Bs, & T99 spread out northbound, leaders approaching north end of Blake Island on east side of channel, trailers passing Fauntleroy"
11/11/2025,c84833ea4d065a3f,2,,Orca,Biggs,northbound,passing Fauntleroy,Near Fauntleroy ferry terminal/Blake Island,,47.538056,-122.4713,exact_water,1,"T137s, T36/36Bs, & T99 spread out trailers","Orca Network: T137s, T36/36Bs, & T99 spread out northbound, leaders approaching north end of Blake Island on east side of channel, trailers passing Fauntleroy"
11/11/2025,6ae83fe8b86baf58,1,,SRKW,SRKW,northbound,"approaching Fort Casey, spread out",Admiralty Inlet,,47.95,-122.496,exact_water,1,,"Orca Network: SRKWs northbound in Admiralty Inlet approaching Fort Casey, spread out. ON: Apologies, correction to the previous text: The Bigg's killer whales include the T137s, T36/36Bs, and T99B - not T99"
11/11/2025,6ae83fe8b86baf58,2,,Biggs,T137,unknown,in Admiralty Inlet,Admiralty Inlet,,47.95,-122.496,exact_water,1,"include the T137s, T36/36Bs, and T99B","Orca Network: SRKWs northbound in Admiralty Inlet approaching Fort Casey, spread out. ON: Apologies, correction to the previous text: The Bigg's killer whales include the T137s, T36/36Bs, and T99B - not T99"
11/11/2025,6ae83fe8b86baf58,3,,Biggs,T36,unknown,in Admiralty Inlet,Admiralty Inlet,,47.95,-122.496,exact_water,1,"include the T137s, T36/36Bs, and T99B","Orca Network: SRKWs northbound in Admiralty Inlet approaching Fort Casey, spread out. ON: Apologies, correction to the previous text: The Bigg's killer whales include the T137s, T36/36Bs, and T99B - not T99"
11/11/2025,6ae83fe8b86baf58,4,,Biggs,T99B,unknown,in Admiralty Inlet,Admiralty Inlet,,47.95,-122.496,exact_water,1,"include the T137s, T36/36Bs, and T99B","Orca Network: SRKWs northbound in Admiralty Inlet approaching Fort Casey, spread out. ON: Apologies, correction to the previous text: The Bigg's killer whales include the T137s, T36/36Bs, and T99B - not T99"
11/11/2025,cba915cdece0a51c,1,,SRKW,SRKW,northbound,visible from,Saratoga Passage,,48.14426339,-122.5462531,exact_water,1,some surface activity,"Orca Network: SRKWs have exited Admiralty Inlet, visible from Ebey's Landing, some surface activity, northbound"
11/11/2025,1dc0ec111dee0061,1,,Orca,Biggs,northbound,leaders approaching,West Point Lighthouse,,47.666667,-122.443333,exact_water,1,"T137s, T36/36Bs, & T99B traveling in two groups","Orca Network: T137s, T36/36Bs, & T99B northbound traveling in two groups, leaders approaching West Point lighthouse"
11/15/2025,8f81262fcdf432c6,1,,Orca,Unknown,southbound,into East Passage off the north end of,Vashon Island,,47.42636973,-122.4315645,exact_water,0.75,secondhand report,"Orca Network: Secondhand report of orcas southbound into East Passage off the north end of Vashon, please let us know if you see them!"
11/15/2025,21bc24d38c51e389,1,,Orca,Biggs,northbound,between,Central Puget Sound near Restoration Point,Near Wing Point at entrance to Eagle Harbor,47.6239,-122.4675,between_midpoint,0.8,"T46s were midchannel, others northwest of them closer to Bainbridge","Orca Network: Orcas northbound between Restoration Pt and Eagle Harbor, Bainbridge. T46s were midchannel, others northwest of them closer to Bainbridge"
11/16/2025,cde6deb0ae394a61,1,,Orca,Biggs,southbound,close to Bainbridge Island shore nearing Skiff Point,Blake Island,,47.538056,-122.4529336,exact_water,0.9,"T36/T36Bs, T99B, & T137s","Orca Network: T36/T36Bs, T99B, & T137s southbound close to Bainbridge Island shore nearing Skiff Point"
11/16/2025,188952e37a31ec02,1,,Orca,Biggs,southbound,west of midchannel between,Blake Island,Fay Bainbridge/Wing Point Bainbridge,47.578478,-122.4439668,between_midpoint,0.9,"T36/T36Bs, T99B, & T137s steady","Orca Network: T36/T36Bs, T99B, & T137s steady southbound west of midchannel between the south end of Bainbridge and Blake Island"
11/16/2025,859c14b7b51aa68f,1,,Orca,Biggs,southbound,passing north Vashon ferry terminal on the island side of the channel,East Passage,,47.5047586,-122.4197093,exact_water,1,"T36/T36Bs, T99B, & T137s","Orca Network: T36/T36Bs, T99B, & T137s southbound into East Passage, passing north Vashon ferry terminal on the island side of the channel"
11/16/2025,d63c2ddad05e42e1,1,,Orca,Biggs,southbound,close to shore at,Point Robinson,,47.39725,-122.41575,exact_water,1,"T36/T36Bs, T99B, & T137s in East Passage","Orca Network: T36/T36Bs, T99B, & T137s southbound in East Passage, close to shore at Point Robinson. Good luck, please let us know if you see them!"
11/18/2025,3901acfe7adbb7af,1,,Orca,Unknown,southbound,at the south end of,Carr Inlet,Fox Island,47.31665,-122.56845,between_midpoint,1,"between McNeil Island and Fox Island, closer to McNeil","Orca Network: orcas headed southbound at the south end of Carr Inlet between McNeil Island and Fox Island, closer to McNeil"
11/18/2025,4a74549265bcb3b0,1,,Unknown,Unknown,unknown,off of Yeomalt Point closer to the southbound shipping lane,Central Puget Sound,,47.60075,-122.42795,exact_water,0.8,baleen reported,"Orca Network: baleen reported in central Puget Sound off of Yeomalt Point closer to the southbound shipping lane, direction unknown"
11/19/2025,48d3789bde3abd24,1,,Humpback Whale,Unknown,northbound,just south of,Yeomalt Point,,47.65536339,-122.4256,exact_water,1,on the west side of the channel,"Orca Network: Good morning! A humpback is just south of Yeomalt Point, Bainbridge Island, on the west side of the channel headed north"
11/19/2025,d95034284bbcf6de,1,,Orca,Unknown,northbound,just north of the north tip of,Vashon Island,,47.43636973,-122.4215645,exact_water,0.8,12 orcas,Orca Network: 12 orcas northbound just north of the north tip of Vashon Island
11/19/2025,61ae65f44b551f76,1,,Orca,Biggs,northbound,west of midchannel near Rolling Bay,Midchannel between Carkeek Park & Fay Bainbridge Park (approximated to Carkeek Park),,47.7156763,-122.433711,exact_water,1,"T36/36Bs, T99B, & T137s","Orca Network: T36/36Bs, T99B, & T137s northbound west of midchannel near Rolling Bay, Bainbridge"
11/27/2025,6a41cdde012f44e4,1,,Orca,Unknown,northbound,near the entrance to Hood Canal passing Coon Bay close to shore,Hood Canal,,47.7083,-122.8669,exact_water,1,,Orca Network: Orcas are now northbound near the entrance to Hood Canal passing Coon Bay close to shore
11/27/2025,7af4d4e1d5b61d08,1,,Humpback Whale,Unknown,southbound,between Magnolia & Bainbridge Island,Magnolia,Bainbridge Island,47.64980023,-122.409714,between_midpoint,1,at least one,Orca Network: at least one humpback southbound between Magnolia & Bainbridge Island
11/27/2025,720b826b1142176f,1,,Orca,Unknown,southbound,past,Point No Point,,47.72904719,-122.4325166,exact_water,1,,Orca Network: Orcas southbound past Point No p Point
11/27/2025,0ee32873b68915b7,1,,Orca,Unknown,northbound,in Possession Sound,Hat Island,Edmonds/Kingston ferry lanes,47.868366,-122.4573775,between_midpoint,0.8,"mainland side of channel, trending north/northwest","Orca Network: Orcas in Possession Sound between Hat Island and mainland, mainland side of channel, trending north/northwest"
11/27/2025,cb36c1aa1ced9eb6,1,,Humpback Whale,Unknown,unknown,"off Bainbridge Island, facing Golden Gardens",Golden Gardens,,47.67614732,-122.43283,exact_water,0.7,off Bainbridge Island,"Orca Network: Humpback still off Bainbridge Island, facing Golden Gardens. Orca Network: CORRECTION: Time of report was 14:20 for orcas southbound past Point No Point"
11/27/2025,cb36c1aa1ced9eb6,2,14:20,Orca,Unknown,southbound,past Point No Point,Point No Point,,47.72904719,-122.4425166,exact_water,0.9,,"Orca Network: Humpback still off Bainbridge Island, facing Golden Gardens. Orca Network: CORRECTION: Time of report was 14:20 for orcas southbound past Point No Point"
11/28/2025,ef144468ba0e5b88,1,,Humpback Whale,Unknown,northbound,"south of Wing Point, Bainbridge side of channel",Wing Point Bainbridge,,47.6089,-122.375,exact_water,1,,"Orca Network: Humpback south of Wing Point, Bainbridge side of channel, northbound"
11/28/2025,4933b12d51bdaf98,1,,Orca,Biggs,unknown,"milling in Port Susan in line with Kayak Point, Camano side of channel",Port Susan in line with Kayak Point,,48.14426339,-122.5462531,exact_water,1,T46s (-T46D) and T46B2s,"Orca Network: T46s (-T46D) and T46B2s milling in Port Susan in line with Kayak Point, Camano side of channel"
11/28/2025,9909f19f29bd3394,1,,Humpback Whale,Unknown,southbound,east of midchannel,Discovery Park,,47.648731,-122.460181,exact_water,0.8,surface active,"Orca Network: Humpback facing southbound near Discovery Park, east of midchannel, surface active"
11/29/2025,f205d95a84047d0a,1,,Humpback Whale,Unknown,southeast,1 mile off,Southbound past Edmonds fishing pier,Edmonds/Kingston ferry lanes,47.802532,-122.452055,between_midpoint,1,traveling southeast near the ferry lanes,"Orca Network: Humpback 1 mile off Edmonds fishing pier, traveling southeast near the ferry lanes"
11/30/2025,55f0c46f8f0f9543,1,,Unknown,Unknown,unknown,Near the Fox Island Fishing Pier,Carr Inlet near Fox Island (estimated),,47.333,-122.533,exact_water,0.7,Possible baleen whale,Orca Network: Possible baleen whale near the Fox Island Fishing Pier
11/30/2025,70c27a43a010af9b,1,,Humpback Whale,Unknown,unknown,off Pier 62,Elliott Bay,,47.619127,-122.422137,exact_water,0.7,Possible sighting. See orcanetwork.org for reporting.,"Orca Network: Possible humpback in Elliott Bay off Pier 62; Good luck, please let us know if you see any of these whales! https:// www.orcanetwork.org/report-sightings"
12/3/2025,af972ecefe99ad8d,1,,Orca,Unknown,unknown,"milling, about a half mile south of Pier 91",Elliott Bay,,47.609127,-122.412137,exact_water,1,,"Orca Network: 4 orcas in Elliot Bay, milling, about a half mile south of Pier 91"
12/3/2025,ec6d7ca3d976aaf2,1,,Orca,Biggs,northbound,outside the entrance to,Entrance to Everett Marina,,47.9828,-122.2123,exact_water,0.8,"T46E and others milling, possibly trending north","Orca Network: T46E and others milling, possibly trending north, outside the entrance to Everett Marina"
12/3/2025,2690e1a6925cb543,1,,Humpback Whale,Unknown,unknown,just off,Edmonds/Kingston ferry lanes,,47.802532,-122.452055,exact_water,1,,"Orca Network: 2 humpbacks just off Edmonds ferry terminal, direction of travel unknown; Good luck, please let us know if you see anything! https:// www.orcanetwork.org/report-sightings"
12/4/2025,c0ee7d771b617a43,1,,Orca,Unknown,southbound,1.5 miles west of,Edmonds/Kingston ferry lanes,,47.802532,-122.452055,exact_water,1,,"Orca Network: Four orcas 1.5 miles west of Edmonds ferry terminal, southbound"
12/7/2025,18c45bcee22ee38b,1,,Humpback Whale,Unknown,northbound,nearing Lisabeula,Colvos Passage,,47.47,-122.43,exact_water,1,,Orca Network: Humpback whale northbound in Colvos Passage nearing Lisabeula. Orca Network:
12/7/2025,c5c8653c59dedc41,1,8:56,Humpback Whale,Unknown,unknown,at southwest end of,Blake Island,,47.538056,-122.4529336,exact_water,0.8,likely,"Orca Network: Likely humpback at southwest end of Blake Island, had previously been northbound past Southworth ferry dock. Tuesday 8:56 AM Orca Network: Good morning!"
12/7/2025,c5c8653c59dedc41,2,,Humpback Whale,Unknown,northbound,past,Southworth,,47.538056,-122.4813,exact_water,0.8,had previously been,"Orca Network: Likely humpback at southwest end of Blake Island, had previously been northbound past Southworth ferry dock. Tuesday 8:56 AM Orca Network: Good morning!"
12/7/2025,c82e3c8a605591c5,1,1:09,Orca,Unknown,unknown,east side of mid channel,Richmond Beach,Pt Wells,47.77684797,-122.413375,between_midpoint,0.8,Number of animals unknown.,"Orca Network: We received a report of orcas between Pt Wells and Richmond beach, east side of mid channel, number of animals and direction unknown at this time. Please let us know if you see them! Tuesday 1:09 PM Orca Network:"
12/7/2025,c06da048b85f4192,1,,Orca,K pod,southbound,east side of the channel just south of,Richmond Beach,,47.76534225,-122.4151382,exact_water,1,grouped up,"Orca Network: Kpod at least, continuing southbound, grouped up, east side of the channel just south of Richmond Beach"
12/7/2025,d656558206fc7fa9,1,14:22,Orca,Biggs,northbound,at the south end of Holmes Harbor out from Freeland Park now northbound on the east side of the channel,Holmes Harbor,,48.05579569,-122.5286974,exact_water,0.9,T46E and others,Orca Network: T46E and others at the south end of Holmes Harbor out from Freeland Park now northbound on the east side of the channel at that time Tuesday 2:22 PM Orca Network:
12/7/2025,4b48c4aa157139c1,1,,Orca,K pod,northbound,"visible from Sunset Hill, midchannel",Sunset Hill (approximating Discovery Park Beach),,47.661589,-122.44284,exact_water,0.8,SRKWs (at least K pod) have flipped directions,"Orca Network: SRKWs (at least K pod) have flipped directions and are northbound, visible from Sunset Hill, midchannel"
